species,genus,subfamily,family,order,class_taxon,super_class,ocean,basin,food_i,food_mode,temp_preferred,temp_range,climate,fecundity_mean,body_shape_i,longevity_wild,oxygen_cons,temp_cons,dev_place,sp_richness,comments,circadian,observed_homerange,n_ind,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,iucn_category,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3
Pagellus erythrinus,Pagellus,NA,Sparidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos, zooplankton",generalist,19,NA,subtropical,79335,fusiform / normal,NA,NA,NA,NA,162,NA,NA,NA,NA,2127500,habitat_reef,benthopelagic,60,NA,19205.76908,0.467310419,3.48,LC,0.126950872,28.18406741,NA,0.126950872,28.18406741,-1,1,4,4,mid/low
Pagrus major,Pagrus,NA,Sparidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Mediterranean and Black Sea, Pacific",West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,subtropical,NA,fusiform / normal,26,NA,NA,planktonic,162,NA,NA,NA,NA,1235000,habitat_reef,demersal,100,NA,27715.41741,0.388831741,4.46,LC,0.105548118,38.11122102,47,0.105548118,47,-1,2,1,1,mid-high/mid
Pagrus pagrus,Pagrus,NA,Sparidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",Both,"nekton, zoobenthos",generalist,24,NA,subtropical,219970,fusiform / normal,26,NA,NA,planktonic,162,NA,NA,0.303,5,5512500,habitat_reef,benthopelagic,91,red porgy,69501.76973,0.393674465,3.86,LC,0.270792775,37.65994697,38,0.303,38,-1,2,1,1,mid-high/mid
Pampus argenteus,Pampus,NA,Stromateidae,Scombriformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,25,NA,tropical,49040.666666666664,short and / or deep,7,NA,NA,planktonic,17,NA,NA,NA,NA,7610000,habitat_coastal,benthopelagic,60,NA,220639.9265,0.666219294,3.3,NA,0.174637595,34.60759369,NA,0.174637595,34.60759369,-1,2,1,1,mid-high/mid
Paralabrax humeralis,Paralabrax,Serraninae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,26,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,577,NA,NA,NA,NA,862500,habitat_benthic,benthopelagic,54.5,NA,36474.70373,0.274989376,4.12,DD,0.046950046,55.5913753,NA,0.046950046,55.5913753,-2,2,1,8,mid-low/mid
Paralichthys californicus,Paralichthys,NA,Paralichthyidae,Pleuronectiformes,Actinopteri,Osteichthyes,Pacific,East,nekton,specialist,19,NA,subtropical,18983500,short and / or deep,30,NA,NA,NA,65,"Adults are found mostly on sandy bottoms near shore to 183 m depth.  Juveniles are common beyond surf line, larvae settling in bays and estuaries (Ref. 122321).  Adults feed during the day (Ref. 9643) on fishes and squids, often well off the bottom.  An important sport and commercial fish.  They are caught with trammel nets (Ref. 9330).  Marketed as fresh fillet (Ref. 9330).  Adults migrate to shallower waters to spawn (Ref. 9643).  Has very sharp teeth and is known to bite if handled (Ref. 13513).",diurnal,NA,NA,375000,habitat_benthic,demersal,152,NA,215.8677611,0.686346119,4.482012652,LC,0.039895342,43.34156001,NA,0.039895342,43.34156001,-2,2,1,8,mid-low/mid
Paralichthys dentatus,Paralichthys,NA,Paralichthyidae,Pleuronectiformes,Actinopteri,Osteichthyes,Atlantic,West,"nekton, plants, zoobenthos, zooplankton",generalist,13,NA,subtropical,NA,short and / or deep,9,NA,NA,NA,65,NA,NA,NA,NA,360000,habitat_benthic,demersal,94,NA,19381.1419,1.335834603,4.49,LC,0.049432694,67.46486722,102.77,0.049432694,102.77,-2,4,5,5,mid/high
Paralichthys olivaceus,Paralichthys,NA,Paralichthyidae,Pleuronectiformes,Actinopteri,Osteichthyes,Pacific,West,"nekton, zoobenthos, zooplankton",generalist,20,NA,subtropical,13150000,fusiform / normal,NA,NA,NA,NA,65,NA,NA,1.49e-5,4,1642500,habitat_benthic,demersal,103,bastard halibut,5662.614177,0.873733883,4.46,NA,0.081110817,48.44559799,NA,1.49e-5,48.44559799,-5,2,7,7,low/mid
Paralonchurus peruanus,Paralonchurus,NA,Sciaenidae,Eupercaria/misc,Actinopteri,Osteichthyes,Pacific,East,"detritus, plants, zoobenthos",generalist,21,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,293,NA,NA,NA,NA,150000,habitat_coastal,demersal,51,NA,21622.18548,0.624615121,2.17,LC,0.023408277,36.80690002,NA,0.023408277,36.80690002,-2,2,1,8,mid-low/mid
Parapercis colias,Parapercis,NA,Pinguipedidae,Perciformes/Uranoscopoidei,Actinopteri,Osteichthyes,Pacific,West,NA,NA,13,NA,subtropical,NA,elongated,17,NA,NA,NA,93,NA,NA,NA,NA,465000,habitat_coastal,demersal,45,NA,11421.44512,0.447064618,3.89,LC,0.045335003,29.0478274,NA,0.045335003,29.0478274,-2,1,4,4,mid/low
Pennahia aneus,Pennahia,NA,Sciaenidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,28,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,293,NA,NA,NA,NA,4990000,habitat_coastal,demersal,30,NA,22525.35337,1.31363675,4.005625403,NA,0.001636991,43.08630872,NA,0.001636991,43.08630872,-3,2,1,8,mid-low/mid
Pennahia argentata,Pennahia,NA,Sciaenidae,Eupercaria/misc,Actinopteri,Osteichthyes,Pacific,West,"nekton, zoobenthos, zooplankton",generalist,25,NA,subtropical,NA,fusiform / normal,NA,NA,NA,planktonic,293,NA,NA,NA,NA,1032500,habitat_coastal,benthopelagic,40,NA,27970.05508,0.804667561,4.06,NA,0.037218322,36.57868358,NA,0.037218322,36.57868358,-2,2,1,8,mid-low/mid
Parastromateus niger,Parastromateus,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"plants, zoobenthos, zooplankton",generalist,27,NA,tropical,75052,short and / or deep,NA,NA,NA,planktonic,148,NA,NA,NA,NA,11080000,habitat_coastal,reef-associated,75,NA,170627.184,1.069770735,3.015487262,LC,0.362740943,39.0352929,NA,0.362740943,39.0352929,-1,2,1,1,mid-high/mid
Paristiopterus labiosus,Paristiopterus,Histiopterinae,Pentacerotidae,Acropomatiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,zoobenthos,specialist,23,NA,tropical,NA,short and / or deep,NA,NA,NA,NA,13,NA,NA,NA,NA,827500,habitat_benthic,demersal,100,NA,55.24076796,0.566320874,3.33,NA,0.071466058,43.19223162,NA,0.071466058,43.19223162,-2,2,1,8,mid-low/mid
Parona signata,Parona,Scomberoidinae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,Atlantic,West,zooplankton,specialist,23,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,148,NA,NA,NA,NA,365000,habitat_coastal,demersal,60,NA,3739.276221,0.934625792,3.454510743,NA,0.028385776,34.592627040000004,NA,0.028385776,34.592627040000004,-2,2,1,8,mid-low/mid
Parophrys vetulus,Parophrys,Pleuronectinae,Pleuronectidae,Pleuronectiformes,Actinopteri,Osteichthyes,Pacific,Both,"detritus, zoobenthos",generalist,9,NA,subtropical,875000,short and / or deep,22,100,15,planktonic,66,NA,NA,0.027,8,1230000,migratory,demersal,49,english sole,21879.97938,0.313793044,3.445169816,NA,0.111630441,46.12622026,NA,0.027,46.12622026,-2,2,1,8,mid-low/mid
Patagonotothen ramsayi,Patagonotothen,Nototheniinae,Nototheniidae,Perciformes/Notothenioidei,Actinopteri,Osteichthyes,"Atlantic, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,9,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,56,NA,NA,NA,NA,1027500,deep,benthopelagic,44,NA,443616.7456,0.471420356,3.538579081,NA,0.097151221,49.3676468,NA,0.097151221,49.3676468,-2,2,1,8,mid-low/mid
Pegusa lascaris,Pegusa,NA,Soleidae,Pleuronectiformes,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",Both,zoobenthos,specialist,26,NA,subtropical,NA,short and / or deep,15,NA,NA,planktonic,185,NA,NA,NA,NA,2572500,habitat_benthic,demersal,40,NA,4141.827964,0.191168732,3.29,LC,0.030464747,51.42109196,NA,0.030464747,51.42109196,-2,2,1,8,mid-low/mid
Pelates quadrilineatus,Pelates,NA,Terapontidae,Centrarchiformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,zoobenthos,specialist,26,NA,tropical,NA,fusiform / normal,NA,NA,NA,planktonic,59,NA,NA,NA,NA,10432500,habitat_coastal,reef-associated,30,NA,25.39081752,0.814152596,3.59,NA,9.86e-4,35.94956594,NA,9.86e-4,35.94956594,-4,2,7,7,low/mid
Pentaceros richardsoni,Pentaceros,Pentacerotinae,Pentacerotidae,Acropomatiformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,zoobenthos,specialist,17,NA,tropical,NA,fusiform / normal,NA,NA,NA,planktonic,13,NA,NA,NA,NA,3077500,habitat_benthic,pelagic oceanic,56,NA,854.3380003,0.392870269,3.547920007,NA,0.090803675,44.34189975,NA,0.090803675,44.34189975,-2,2,1,8,mid-low/mid
Pentanemus quinquarius,Pentanemus,NA,Polynemidae,Carangaria/misc,Actinopteri,Osteichthyes,Atlantic,East,"nekton, zoobenthos, zooplankton",generalist,25,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,42,NA,NA,NA,NA,650000,habitat_coastal,demersal,35,NA,16110.92931,0.687012387,3.603965566,VU,0.002475894,29.69354629,NA,0.002475894,29.69354629,-3,1,4,4,mid/low
Peprilus paru,Peprilus,NA,Stromateidae,Scombriformes,Actinopteri,Osteichthyes,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,27,NA,subtropical,NA,short and / or deep,NA,NA,NA,NA,17,NA,NA,NA,NA,2995000,habitat_coastal,benthopelagic,30,NA,1395.855099,0.911406922,4.5,LC,0.00122027,36.2263518,NA,0.00122027,36.2263518,-3,2,1,8,mid-low/mid
Peprilus triacanthus,Peprilus,NA,Stromateidae,Scombriformes,Actinopteri,Osteichthyes,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,20,NA,subtropical,NA,fusiform / normal,NA,NA,NA,planktonic,17,NA,NA,NA,NA,1105000,pelagic oceanic,benthopelagic,30,NA,108500.4293,0.700336418,3.91,NA,0.001673314,33.04389876,NA,0.001673314,33.04389876,-3,2,1,8,mid-low/mid
Percophis brasiliensis,Percophis,NA,Percophidae,Perciformes/Percophoidei,Actinopteri,Osteichthyes,Atlantic,West,"nekton, zoobenthos",generalist,16,NA,subtropical,NA,elongated,19,NA,NA,NA,1,NA,NA,NA,NA,1072500,habitat_coastal,demersal,53.29999924,NA,71909.87553,0.257794633,4.173762079,NA,0.057484871,34.27587627,NA,0.057484871,34.27587627,-2,2,1,8,mid-low/mid
Petromyzon marinus,Petromyzon,Petromyzontinae,Petromyzontidae,Petromyzontiformes,Petromyzonti,Agnatha,"Arctic Ocean, Atlantic, Mediterranean and Black Sea",Both,"detritus, nekton, plants, zoobenthos, zooplankton",generalist,8,19.4,subtropical,49395.5,eel-like,11,201.64285714285714,16.142857142857142,in close association with substrate,43,NA,NA,NA,NA,2705000,migratory,demersal,120,NA,416.3453277,0.291680948,4.360580501,LC,0.04671825,44.52177392,NA,0.04671825,44.52177392,-2,2,1,8,mid-low/mid
Petrus rupestris,Petrus,NA,Sparidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean",Both,nekton,specialist,20,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,162,NA,NA,NA,NA,70000,migratory,demersal,200,NA,86.45184772,0.257114227,4.482012652,EN,0.021808899,47.38933112,NA,0.021808899,47.38933112,-2,2,1,8,mid-low/mid
Phycis blennoides,Phycis,NA,Phycidae,Gadiformes,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"nekton, others, zoobenthos, zooplankton",generalist,16,NA,subtropical,NA,fusiform / normal,20,NA,NA,planktonic,11,NA,NA,NA,NA,3255000,migratory,benthopelagic,110,NA,10835.79277,0.397379693,3.69737483,NA,0.23775801,37.23935474,NA,0.23775801,37.23935474,-1,2,1,1,mid-high/mid
Phycis phycis,Phycis,NA,Phycidae,Gadiformes,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"nekton, plants, zoobenthos, zooplankton",generalist,20,NA,subtropical,NA,fusiform / normal,NA,NA,NA,planktonic,11,"Found on hard and sandy-muddy bottoms near rocks at 100-650 m, but sometimes taken at greater depths (Ref. 1371).  Nocturnal, hiding between rocks during the day (Ref. 1371).  Feed on small fish and various invertebrates (Ref. 1371).",nocturnal,NA,NA,1815000,habitat_benthic,benthopelagic,65,NA,9656.663803,0.512241091,4.25,LC,0.05519643,44.4459616,NA,0.05519643,44.4459616,-2,2,1,8,mid-low/mid
Plagiogeneion rubiginosum,Plagiogeneion,NA,Emmelichthyidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,zooplankton,specialist,NA,NA,tropical,NA,fusiform / normal,10,NA,NA,NA,18,NA,NA,NA,NA,1440000,deep,bathydemersal,60,NA,3246.226032,0.467322973,3.454510743,NA,0.078409995,43.10764181,NA,0.078409995,43.10764181,-2,2,1,8,mid-low/mid
Platichthys flesus,Platichthys,Pleuronectinae,Pleuronectidae,Pleuronectiformes,Actinopteri,Osteichthyes,"Arctic Ocean, Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos",generalist,11,20,subtropical,920263.2857142857,short and / or deep,15,64.88105315789474,10.473684210526315,planktonic,66,NA,NA,NA,NA,1830000,habitat_benthic,demersal,60,NA,148911.2792,0.340148283,3.32,LC,0.129542236,57.22371195,NA,0.129542236,57.22371195,-1,2,1,1,mid-high/mid
Platichthys stellatus,Platichthys,Pleuronectinae,Pleuronectidae,Pleuronectiformes,Actinopteri,Osteichthyes,"Arctic Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,4,NA,subtropical,NA,short and / or deep,24,46.29565217391304,12.95217391304348,NA,66,NA,NA,NA,NA,3655000,habitat_benthic,demersal,91,NA,6321.604415,0.256053141,3.58,LC,0.12939140700000001,52.25296188,NA,0.12939140700000001,52.25296188,-1,2,1,1,mid-high/mid
Platycephalus indicus,Platycephalus,NA,Platycephalidae,Perciformes/Scorpaenoidei,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos",generalist,27,NA,tropical,NA,elongated,NA,NA,NA,planktonic,81,NA,NA,NA,NA,11915000,habitat_benthic,reef-associated,100,NA,56660.6226,0.47872139,3.6,DD,1.743744055,52.29877587,NA,1.743744055,52.29877587,0,2,1,1,mid-high/mid
Plectorhinchus gaterinus,Plectorhinchus,Plectorhinchinae,Haemulidae,Eupercaria/misc,Actinopteri,Osteichthyes,Indian Ocean,Both,"nekton, zoobenthos",generalist,27,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,133,NA,NA,NA,NA,2390000,habitat_reef,reef-associated,50,NA,674.6529054,0.44710991,4.005625403,NA,0.046080454,26.90108517,NA,0.046080454,26.90108517,-2,1,4,4,mid/low
Plectorhinchus mediterraneus,Plectorhinchus,Plectorhinchinae,Haemulidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"zoobenthos, zooplankton",generalist,24,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,133,NA,NA,NA,NA,890000,habitat_benthic,demersal,80,NA,1699.859126,0.294570293,3.538579081,DD,0.086928989,55.07131506,NA,0.086928989,55.07131506,-2,2,1,8,mid-low/mid
Plectorhinchus pictus,Plectorhinchus,Plectorhinchinae,Haemulidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,28,NA,tropical,NA,short and / or deep,NA,NA,NA,NA,133,NA,NA,NA,NA,12412500,habitat_reef,reef-associated,83,NA,47.9135368,0.288603199,3.85,NA,0.751130435,39.25437499,NA,0.751130435,39.25437499,-1,2,1,1,mid-high/mid
Plectorhinchus schotaf,Plectorhinchus,Plectorhinchinae,Haemulidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,NA,NA,27,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,133,NA,NA,NA,NA,10495000,habitat_reef,reef-associated,80,NA,420.8092813,0.44710991,3.633333333,NA,0.097598764,28.968426,NA,0.097598764,28.968426,-2,1,4,4,mid/low
Plectorhinchus sordidus,Plectorhinchus,Plectorhinchinae,Haemulidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean",Both,"nekton, zoobenthos",generalist,NA,NA,tropical,NA,fusiform / normal,14,NA,NA,NA,133,NA,NA,NA,NA,1287500,habitat_reef,reef-associated,60,NA,81.92687122,0.549660927,4.005625403,NA,0.03411815,27.62234491,NA,0.03411815,27.62234491,-2,1,4,4,mid/low
Plectropomus areolatus,Plectropomus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,nekton,specialist,28,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,577,NA,NA,0.048,15,5310000,migratory,reef-associated,80,squaretail coralgrouper,3094.997213,0.321726946,4.482012652,VU,0.047396272,34.14482714,NA,0.048,34.14482714,-2,2,1,8,mid-low/mid
Plectropomus leopardus,Plectropomus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, plants, zoobenthos",generalist,NA,NA,tropical,NA,fusiform / normal,26,NA,NA,planktonic,577,"Inhabit coral-rich areas of lagoon reefs and mid-shelf reefs (Ref. 6390, 48635).  Solitary (Ref. 90102). Inactive at night, hiding under ledges (Ref. 9710).  Juveniles have a demersal existence in shallow water in reef habitats, especially around coral rubble (Ref. 27259).  Adults feed mainly on fish (Ref. 6390), juveniles feed on small fish and invertebrates such as crustaceans and squid (Ref. 27261).  A protogynous hermaphrodite (Ref. 55367).  Form several spawning aggregations on a reef occurring around the new moon (Ref. 27259).  Eggs float just below the surface (Ref. 6390).  Larvae are pelagic (Ref. 6390).  <i>P. leopardus</i> is used in cage culture; <i>P. maculatus</i> in Ref. 3081 was probably a mixture of <i>P. maculatus</i> and <i>P. leopardus</i>; the <i>Plectropomus</i> sp. used for the experiments reported in Capra et al., 1988 (Ref. 4719) consisted predominantly of <i>P. leopardus</i>, with some <i>P. maculatus</i> (M.F. Capra, pers. comm.).  On the Great Barrier Reef, its maximum lifespan is 14 years (Ref. 37816).",diurnal,0.0146275,39,8795000,habitat_reef,reef-associated,120,coral trout,148319.6519,0.262136996,4.42,LC,0.113374613,28.98231432,25.2,0.0146275,25.2,-2,1,4,4,mid/low
Plectropomus pessuliferus,Plectropomus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,NA,NA,28,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,577,NA,NA,NA,NA,8977500,habitat_reef,reef-associated,120,NA,1961.340225,0.321726946,4.42,LC,0.062938705,33.36333784,NA,0.062938705,33.36333784,-2,2,1,8,mid-low/mid
Pleurogrammus azonus,Pleurogrammus,Pleurogramminae,Hexagrammidae,Perciformes/Cottoidei,Actinopteri,Osteichthyes,Pacific,West,NA,NA,8,NA,subtropical,NA,fusiform / normal,12,NA,NA,NA,9,NA,NA,NA,NA,667500,habitat_benthic,demersal,62,NA,3626343.234,0.159533503,3.38,NA,0.055529708,57.19693332,NA,0.055529708,57.19693332,-2,2,1,8,mid-low/mid
Pleurogrammus monopterygius,Pleurogrammus,Pleurogramminae,Hexagrammidae,Perciformes/Cottoidei,Actinopteri,Osteichthyes,Pacific,Both,"detritus, nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,subtropical,NA,fusiform / normal,15,NA,NA,planktonic,9,NA,NA,NA,NA,1715000,habitat_coastal,demersal,56.5,NA,2009760.409,0.076601039,3.38,NA,0.076780479,57.02502444,NA,0.076780479,57.02502444,-2,2,1,8,mid-low/mid
Pleuronectes platessa,Pleuronectes,Pleuronectinae,Pleuronectidae,Pleuronectiformes,Actinopteri,Osteichthyes,"Arctic Ocean, Atlantic, Mediterranean and Black Sea",Both,"nekton, zoobenthos, zooplankton",generalist,12,13,tropical,187875,short and / or deep,50,175.31297297297297,12,planktonic,66,"Adults live on mixed bottoms, the older the deeper the occurrence; small individuals are usually seen on bathing beaches (Ref. 9988).  Occurs on mud and sand bottom from a few meters down to about 100 m, at sea, estuaries and rarely entering freshwaters (Ref. 59043).  Reported as resident intertidal species with homing behavior (Ref. 32612).  Feed mainly on thin-shelled mollusks and polychaetes.  Batch spawner (Ref. 51846).  The most important flatfish for fisheries in Europe.  Utilized fresh and frozen; eaten steamed, fried, boiled, microwaved and baked (Ref. 9988).  Active at night in the very shallow water while day time is spent buried in the sand.  Stationary for long periods, tagging experiments have shown that their spawning migrations can be long.  Changes in the environmental conditions have been disadvantageous.  Populations in Kattegat and Danish belts decreased in 1980's and early 1990's due to discharge of nutritive salts.  Wadden sea is still an excellent nursery ground (Ref.35388).",nocturnal,NA,NA,1712500,migratory,demersal,100,NA,184703.5624,0.259689843,3.17,LC,0.225652379,46.05190037,100,0.225652379,100,-1,4,5,5,mid/high
Pleuronectes quadrituberculatus,Pleuronectes,Pleuronectinae,Pleuronectidae,Pleuronectiformes,Actinopteri,Osteichthyes,"Arctic Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,4,5.499999761581421,subtropical,NA,short and / or deep,37,NA,NA,planktonic,66,NA,NA,NA,NA,2015000,habitat_benthic,bathydemersal,87,NA,798334.9775,0.120334472,3.59,NA,0.101310822,62.75515858,NA,0.101310822,62.75515858,-1,3,3,3,mid/mid-high
Pogonias cromis,Pogonias,NA,Sciaenidae,Eupercaria/misc,Actinopteri,Osteichthyes,Atlantic,West,"nekton, zoobenthos",generalist,23,NA,subtropical,NA,fusiform / normal,43,NA,NA,planktonic,293,NA,NA,NA,NA,1915000,habitat_coastal,demersal,170,NA,52814.07433,0.18652475,3.38,LC,0.27438538,40.84084234,NA,0.27438538,40.84084234,-1,2,1,1,mid-high/mid
Pollachius pollachius,Pollachius,NA,Gadidae,Gadiformes,Actinopteri,Osteichthyes,Atlantic,East,"nekton, others, zoobenthos, zooplankton",generalist,9,NA,subtropical,NA,fusiform / normal,8,261.5,18.5,planktonic,22,NA,NA,0.009056,2,1365000,habitat_coastal,benthopelagic,130,pollack,77783.54454,0.437336923,4.32,LC,0.140127783,33.66150827,NA,0.009056,33.66150827,-3,2,1,8,mid-low/mid
Pollachius virens,Pollachius,NA,Gadidae,Gadiformes,Actinopteri,Osteichthyes,"Arctic Ocean, Atlantic",Both,"nekton, others, plants, zoobenthos, zooplankton",generalist,6,NA,subtropical,4087000,fusiform / normal,25,NA,NA,planktonic,22,NA,NA,0.044516,2,1737500,migratory,demersal,130,saithe,890845.9368,0.292771348,4.31,NA,0.083433333,61.7487087,NA,0.044516,61.7487087,-2,3,3,3,mid/mid-high
